substancia,ean,produto,pmvg
BESILATO DE ANLODIPINO;TELMISARTANA,    -     ,Novo,"94,40"
BESILATO DE ANLODIPINO;TELMISARTANA,    -     ,Novo,"94,40"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"397,67"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"795,35"
BESILATO DE ATRACÚRIO,    -     ,Similar,"1336,06"
BESILATO DE ATRACÚRIO,    -     ,Similar,"703,91"
BESILATO DE ATRACÚRIO,    -     ,Novo,"239,23"
BESILATO DE ATRACÚRIO,    -     ,Novo,"125,11"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"66,11"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"337,96"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"661,06"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"129,23"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"646,18"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"1292,38"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"71,74"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"366,68"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"717,26"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"140,22"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"701,12"
BESILATO DE ATRACÚRIO,    -     ,Genérico,"1402,27"
BESILATO DE CISATRACÚRIO,    -     ,Genérico,"118,18"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"188,87"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"370,18"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"36,29"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"181,51"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"726,03"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"68,13"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"340,71"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"1362,83"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"1815,22"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"3407,20"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"189,14"
BESILATO DE CISATRACÚRIO,    -     ,Novo,"191,40"
BESILATO DE CISATRACÚRIO,    -     ,Novo,"372,29"
BESILATO DE CISATRACÚRIO,    -     ,Genérico,"12,26"
BESILATO DE CISATRACÚRIO,    -     ,Genérico,"24,87"
BESILATO DE CISATRACÚRIO,    -     ,Genérico,"48,40"
BESILATO DE CISATRACÚRIO,    -     ,Genérico,"122,69"
BESILATO DE CISATRACÚRIO,    -     ,Genérico,"119,20"
BESILATO DE CISATRACÚRIO,    -     ,Similar,"119,20"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"29,21"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"43,84"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"87,67"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"56,76"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"85,16"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"170,34"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"29,21"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"43,83"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"87,66"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"131,49"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"56,78"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"85,16"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"170,32"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"255,49"
BESILATO DE LEVANLODIPINO,    -     ,Novo,"43,84"
BESILATO DE LEVANLODIPINO,    -     ,Novo,"87,70"
BESILATO DE LEVANLODIPINO,    -     ,Novo,"131,49"
BESILATO DE LEVANLODIPINO,    -     ,Novo,"85,16"
BESILATO DE LEVANLODIPINO,    -     ,Novo,"170,34"
BESILATO DE LEVANLODIPINO,    -     ,Novo,"255,53"
BESILATO DE LEVANLODIPINO,    -     ,Genérico,"28,50"
BESILATO DE LEVANLODIPINO,    -     ,Genérico,"55,35"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"43,84"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"87,70"
BESILATO DE LEVANLODIPINO,    -     ,Similar,"85,16"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"14,31"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"42,95"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"97,86"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"27,70"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"83,09"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"255,51"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"9,49"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"28,50"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"56,98"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"85,48"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"94,97"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"18,46"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"55,36"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"110,71"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"166,07"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"184,53"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"28,50"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"56,98"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Genérico,"55,35"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"14,61"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"43,84"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"87,67"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"28,38"
BESILATO DE LEVANLODIPINO HEMIPENTAIDRATADO,    -     ,Similar,"85,16"
BESILATO DE REMIMAZOLAM,    -     ,Novo,"141,98"
BESILATO DE REMIMAZOLAM,    -     ,Novo,"648,30"
BETA-AGALSIDASE,    -     ,Biológico,"14595,88"
BETACIPIONATO DE ESTRADIOL;ACETATO DE MEDROXIPROGESTERONA,    -     ,Novo,"27,49"
BETADINUTUXIMABE,    -     ,Biológico,"58886,21"
BETAEPOETINA,    -     ,Similar,"2361,67"
BETAFOLITROPINA,    -     ,Biológico,"978,46"
BETAINTERFERONA 1A,    -     ,    -     ,"11095,93*"
BETAINTERFERONA 1A,    -     ,    -     ,"12623,52*"
BETAINTERFERONA 1A,    -     ,Biológico,"3751,51*"
BETAINTERFERONA 1A,    -     ,Biológico,"4235,70*"
BETAINTERFERONA 1A,    -     ,Biológico,"6650,35*"
BETAINTERFERONA 1B,    -     ,Biológico,"7012,79*"
BETAMETASONA,    -     ,Similar,"16,05"
BETAMETASONA,    -     ,Genérico,"17,02"
BETAMETASONA,    -     ,Genérico,"19,74"
BETAMETASONA,    -     ,Novo,"18,90"
BETAMETASONA,    -     ,Novo,"13,96"
BETAMETASONA,    -     ,Novo,"30,43"
BETAMETASONA;CETOCONAZOL,    -     ,Similar,"30,84"
BETAMETASONA;CETOCONAZOL,    -     ,Similar,"30,67"
BETAMETASONA;FOSFATO DISSÓDICO DE BETAMETASONA,    -     ,Novo,"7,46"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"29,15"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"26,01"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"25,53"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"15,53"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"20,99"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"20,99"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"14,50"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"21,41"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"23,09"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"12,96"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"11,02"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"11,87"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"20,74"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"15,86"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"15,00"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"17,44"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"25,51"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"20,25"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"29,12"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"16,35"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"29,12"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"12,99"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"10,30"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"12,99"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"22,91"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"327,31"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"14,73"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"736,44"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"613,70"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"14,73"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"736,44"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"613,70"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"14,73"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"736,44"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"613,70"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"14,73"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"736,44"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"613,70"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"18,38"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"14,53"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"29,58"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"20,68"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"8,67"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"8,95"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"18,17"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"11,02"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"25,56"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"25,54"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"25,51"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"20,66"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"15,53"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"20,99"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"22,54"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"14,53"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"30,16"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Similar,"30,16"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Novo,"22,33"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Novo,"39,28"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Novo,"11,17"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Novo,"32,73"
BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA,    -     ,Genérico,"21,74"
BETAMETASONA;SULFATO DE NEOMICINA;CETOCONAZOL,    -     ,Genérico,"25,48"
BETAMETASONA;SULFATO DE NEOMICINA;CETOCONAZOL,    -     ,Genérico,"23,71"
BETANONACOGUE PEGOL,    -     ,Biológico,"3517,18"
BETANONACOGUE PEGOL,    -     ,Biológico,"7034,33"
BETANONACOGUE PEGOL,    -     ,Biológico,"14068,71"
BETAOCTOCOGUE,    -     ,Biológico,"660,16"
BETAOCTOCOGUE,    -     ,Biológico,"1271,18"
BETAOCTOCOGUE,    -     ,Biológico,"2580,92"
BETAOCTOCOGUE,    -     ,Biológico,"5357,04"
BETAOCTOCOGUE,    -     ,Biológico,"8035,55"
BETAÍNA,    -     ,Específico,"1975,44"
BETAÍNA MONOIDRATADA;ACETILRACEMETIONINA;CITRATO DE COLINA,    -     ,Específico,"10,60"
BETAÍNA MONOIDRATADA;ACETILRACEMETIONINA;CITRATO DE COLINA,    -     ,Específico,"78,98"
BEVACIZUMABE,    -     ,Biológico,"1933,23*"
BEVACIZUMABE,    -     ,Biológico,"7633,54*"
BEVACIZUMABE,    -     ,Biológico,"1971,52*"
BEVACIZUMABE,    -     ,Biológico,"7633,54*"
BEVACIZUMABE,    -     ,Biológico,"563,65*"
BEVACIZUMABE,    -     ,Biológico,"2288,61*"
BEVACIZUMABE,    -     ,Biológico,"1968,50*"
BEVACIZUMABE,    -     ,Biológico,"7633,54*"
BEVACIZUMABE,    -     ,Biológico,"772,12*"
BEVACIZUMABE,    -     ,Biológico,"2841,29*"
BEVACIZUMABE,    -     ,Biológico,"1198,96*"
BEVACIZUMABE,    -     ,Biológico,"4411,92*"
BEVACIZUMABE,    -     ,Biológico,"1897,48*"
BEVACIZUMABE,    -     ,Biológico,"7589,90*"
BEVACIZUMABE,    -     ,Biológico,"1897,14*"
BEVACIZUMABE,    -     ,Biológico,"7515,22*"
BEVACIZUMABE,    -     ,Biológico,"635,91*"
BEVACIZUMABE,    -     ,Biológico,"2340,11*"
BEZAFIBRATO,    -     ,Genérico,"25,82*"
BEZAFIBRATO,    -     ,Genérico,"24,55*"
BEZAFIBRATO,    -     ,Genérico,"84,79*"
BEZAFIBRATO,    -     ,Genérico,"25,55*"
BEZAFIBRATO,    -     ,Novo,"124,81*"
BEZAFIBRATO,    -     ,Genérico,"23,17*"
BICALUTAMIDA,    -     ,Genérico,"679,17"
BICALUTAMIDA,    -     ,Novo,"975,20"
BICALUTAMIDA,    -     ,Genérico,"679,15"
BICALUTAMIDA,    -     ,Genérico,"1358,32"
BICALUTAMIDA,    -     ,Genérico,"2037,47"
BICALUTAMIDA,    -     ,Genérico,"679,15"
BICALUTAMIDA,    -     ,Genérico,"1358,32"
BICALUTAMIDA,    -     ,Genérico,"2037,47"
BICALUTAMIDA,    -     ,Genérico,"679,13"
BICALUTAMIDA,    -     ,Similar,"679,13"
BICALUTAMIDA,    -     ,Novo,"950,81"
BICALUTAMIDA,    -     ,Novo,"1901,64"
BICALUTAMIDA,    -     ,Novo,"2037,39"
BICARBONATO DE POTÁSSIO;UNDECILENOIL ALGINATO DE SÓDIO/TEA,    -     ,Novo,"35,31"
BICARBONATO DE POTÁSSIO;UNDECILENOIL ALGINATO DE SÓDIO/TEA,    -     ,Novo,"27,58"
BICARBONATO DE POTÁSSIO;UNDECILENOIL ALGINATO DE SÓDIO/TEA,    -     ,Novo,"63,94"
BICARBONATO DE SÓDIO,    -     ,Específico,"69,71"
BICARBONATO DE SÓDIO,    -     ,Específico,"675,63"
BICARBONATO DE SÓDIO,    -     ,Específico,"132,39*"
BICARBONATO DE SÓDIO,    -     ,Específico,"154,77*"
BICARBONATO DE SÓDIO,    -     ,Específico,"1923,82"
BICARBONATO DE SÓDIO,    -     ,Específico,"1097,72"
BICARBONATO DE SÓDIO,    -     ,Específico,"1215,29"
BICARBONATO DE SÓDIO,    -     ,Específico,"111,22"
BICARBONATO DE SÓDIO,    -     ,Específico,"109,76"
BICARBONATO DE SÓDIO,    -     ,Específico,"28,85*"
BICARBONATO DE SÓDIO,    -     ,Específico,"15,47*"
BICARBONATO DE SÓDIO,    -     ,Específico,"19,35*"
BICARBONATO DE SÓDIO,    -     ,Específico,"13,96*"
BICARBONATO DE SÓDIO,    -     ,Específico,"48,27*"
BICARBONATO DE SÓDIO,    -     ,Específico,"57,97*"
BICARBONATO DE SÓDIO,    -     ,Específico,"9,97*"
BICARBONATO DE SÓDIO,    -     ,Específico,"13,33*"
BICARBONATO DE SÓDIO,    -     ,Específico,"17,31*"
BICARBONATO DE SÓDIO,    -     ,Específico,"17,31*"
BICARBONATO DE SÓDIO,    -     ,Específico,"12,45*"
BICARBONATO DE SÓDIO,    -     ,Específico,"12,45*"
BICARBONATO DE SÓDIO,    -     ,Específico,"21,90*"
BICARBONATO DE SÓDIO,    -     ,Específico,"554,65"
BICARBONATO DE SÓDIO,    -     ,Específico,"138,66"
BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,    -     ,Específico,"45,44"
BICARBONATO DE SÓDIO;GLICOSE;CLORETO DE SÓDIO,    -     ,Específico,"20,03*"
BICARBONATO DE SÓDIO;GLICOSE;CLORETO DE SÓDIO,    -     ,Específico,"19,21*"
BILASTINA,    -     ,Genérico,"26,23"
BILASTINA,    -     ,Genérico,"52,51"
BILASTINA,    -     ,Similar,"10,73"
BILASTINA,    -     ,Similar,"40,37"
BILASTINA,    -     ,Similar,"80,75"
BILASTINA,    -     ,Similar,"10,76"
BILASTINA,    -     ,Similar,"40,36"
BILASTINA,    -     ,Similar,"80,68"
BILASTINA,    -     ,Genérico,"17,49"
BILASTINA,    -     ,Genérico,"26,23"
BILASTINA,    -     ,Genérico,"52,45"
BILASTINA,    -     ,Genérico,"69,92"
BILASTINA,    -     ,Genérico,"34,96"
BILASTINA,    -     ,Similar,"10,73"
BILASTINA,    -     ,Similar,"40,31"
BILASTINA,    -     ,Similar,"53,79"
BILASTINA,    -     ,Similar,"80,66"
BILASTINA,    -     ,Similar,"22,89"
BILASTINA,    -     ,Similar,"34,35"
BILASTINA,    -     ,Similar,"68,70"
BILASTINA,    -     ,Genérico,"26,23"
BILASTINA,    -     ,Genérico,"52,45"
BILASTINA,    -     ,Genérico,"17,49"
BILASTINA,    -     ,Genérico,"26,23"
BILASTINA,    -     ,Genérico,"52,45"
BILASTINA,    -     ,Genérico,"34,96"
BILASTINA,    -     ,Genérico,"26,23"
BILASTINA,    -     ,Genérico,"52,51"
BILASTINA,    -     ,Genérico,"32,80"
BILASTINA,    -     ,Similar,"26,24"
BILASTINA,    -     ,Similar,"52,49"
BILASTINA,    -     ,Similar,"23,48"
BILASTINA,    -     ,Similar,"35,20"
BILASTINA,    -     ,Similar,"70,42"
BILASTINA,    -     ,Similar,"93,88"
BILASTINA,    -     ,Novo,"10,73"
BILASTINA,    -     ,Novo,"40,37"
BILASTINA,    -     ,Novo,"53,79"
BILASTINA,    -     ,Novo,"80,79"
BILASTINA,    -     ,Novo,"50,46"
BILASTINA,    -     ,Novo,"12,62"
BIMATOPROSTA,    -     ,Novo,"124,49"
BIMATOPROSTA,    -     ,Novo,"186,76"
BIMATOPROSTA,    -     ,Novo,"100,55"
BIMATOPROSTA,    -     ,Novo,"167,55"
BIMATOPROSTA,    -     ,Novo,"172,64"
BIMATOPROSTA,    -     ,Genérico,"80,89*"
BIMATOPROSTA,    -     ,Genérico,"121,35"
BIMATOPROSTA,    -     ,Genérico,"65,36"
BIMATOPROSTA,    -     ,Genérico,"108,91"
BIMATOPROSTA,    -     ,Similar,"65,36"
BIMATOPROSTA,    -     ,Similar,"108,91"
BIMATOPROSTA,    -     ,Similar,"92,93"
BIMATOPROSTA,    -     ,Similar,"80,89"
BIMATOPROSTA,    -     ,Similar,"65,37"
BIMATOPROSTA,    -     ,Similar,"108,93"
BIMATOPROSTA,    -     ,Genérico,"80,89*"
BIMATOPROSTA,    -     ,Genérico,"121,35"
BIMATOPROSTA,    -     ,Genérico,"65,37"
BIMATOPROSTA,    -     ,Genérico,"108,93"
BIMATOPROSTA,    -     ,Genérico,"80,89*"
BIMATOPROSTA,    -     ,Genérico,"121,38*"
BIMATOPROSTA,    -     ,Genérico,"65,37"
BIMATOPROSTA,    -     ,Genérico,"108,90"
BIMATOPROSTA,    -     ,Similar,"25,63"
BIMATOPROSTA,    -     ,Similar,"42,71"
BIMATOPROSTA,7899095203785,Similar,"97,12"
BIMATOPROSTA,    -     ,Similar,"151,27*"
BIMATOPROSTA,7899095203839,Genérico,"80,89*"
BIMATOPROSTA,    -     ,Genérico,"6068,50*"
BIMATOPROSTA,    -     ,Genérico,"80,89*"
BIMATOPROSTA,    -     ,Genérico,"121,35"
BIMATOPROSTA,    -     ,Genérico,"65,36"
BIMATOPROSTA,    -     ,Genérico,"108,91"
BIMATOPROSTA,    -     ,Similar,"65,36"
BIMATOPROSTA,    -     ,Similar,"108,91"
BIMATOPROSTA,    -     ,Genérico,"65,02*"
BIMATOPROSTA,    -     ,Genérico,"93,51*"
BIMEQUIZUMABE,    -     ,Biológico,"4460,68"
BIMEQUIZUMABE,    -     ,Biológico,"4460,68"
BIMEQUIZUMABE,    -     ,Biológico,"8921,37"
BIMEQUIZUMABE,    -     ,Biológico,"8921,37"
BIMEQUIZUMABE,    -     ,Biológico,"13382,05"
BIMEQUIZUMABE,    -     ,Biológico,"13382,05"
BIMEQUIZUMABE,    -     ,Biológico,"17842,74"
BIMEQUIZUMABE,    -     ,Biológico,"17842,74"
BINIMETINIBE,    -     ,Novo,"8731,57"
BIOTINA,    -     ,Específico,"173,18"
BIOTINA,    -     ,Específico,"346,40"
BIOTINA,    -     ,Específico,"519,57"
BISACODIL,    -     ,Similar,"5,28"
BISACODIL,    -     ,Similar,"39,28"
BISACODIL,    -     ,Similar,"6,25"
BISACODIL,    -     ,Similar,"5,84"
BISACODIL,    -     ,Similar,"29,21"
BISACODIL,    -     ,Similar,"91,63"
BISACODIL,    -     ,Similar,"8,62"
BISACODIL,    -     ,Similar,"6,67"
BISACODIL,    -     ,Novo,"10,64"
BISGLICINATO FERROSO,    -     ,Específico,"19,89"
BISGLICINATO FERROSO,    -     ,Específico,"34,84"
BISGLICINATO FERROSO,    -     ,Específico,"44,84"
BISGLICINATO FERROSO,    -     ,Específico,"51,86"
BISGLICINATO FERROSO,    -     ,Específico,"36,32"
BISGLICINATO FERROSO,    -     ,Específico,"69,69"
BISGLICINATO FERROSO,    -     ,Específico,"103,74"
BISGLICINATO FERROSO;ÁCIDO FÓLICO,    -     ,Específico,"26,11"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"23,92"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"71,86"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"95,56"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"25,52*"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"38,93*"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"67,19*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"112,05*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"128,77*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"41,28*"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"180,38*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"72,44*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"155,24*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"102,05"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"195,06"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"195,06"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"184,44*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"58,51"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"140,08"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"280,18"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"320,41"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"195,06"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"195,06"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"263,49"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"527,02"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"142,34"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"194,96*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"682,58*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"181,09"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"148,58"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"159,52"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"2661,77"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"5323,58"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"297,79"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"319,06"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"25,96"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"58,51"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"181,09"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"112,63"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"67,00"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"181,09"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"185,97"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"96,32"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"102,11"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"181,09"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"195,06"
BISSULFATO DE CLOPIDOGREL,    -     ,Similar,"179,90"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"51,36*"
BISSULFATO DE CLOPIDOGREL,    -     ,Genérico,"60,65*"
BISSULFATO DE CLOPIDOGREL,    -     ,Novo,"278,63*"
BISSULFATO DE CLOPIDOGREL;ÁCIDO ACETILSALICÍLICO,    -     ,Novo,"97,67"
