classe,codigo,descricao,unidade,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
Equipamentos de Proteção Coletiva,97065,MONTAGEM E DESMONTAGEM DE ANDAIME MULTIDIRECIONAL (EXCLUSIVE ANDAIME E LIMPEZA). AF_03/2024,M3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Equipamentos de Proteção Coletiva,97064,"MONTAGEM E DESMONTAGEM DE ANDAIME TUBULAR TIPO ""TORRE"" (EXCLUSIVE ANDAIME E LIMPEZA). AF_03/2024",M,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Equipamentos de Proteção Coletiva,97067,"PLATAFORMA DE PROTEÇÃO PRINCIPAL PARA ALVENARIA ESTRUTURAL PARA SER APOIADA EM ANDAIME, INCLUSIVE MONTAGEM E DESMONTAGEM. AF_03/2024",M,0.3307,0.3138,0.3993,0.3289,0.3301,0.2728,0.2957,0.3076,0.3489,0.2863,0.2423,0.2603,0.3019,0.3216,0.3061,0.261,0.3203,0.272,0.3258,0.2362,0.3263,0.4095,0.3032,0.1749,0.311,0.2827,0.2664
Equipamentos de Proteção Coletiva,97048,PONTEIRAS DE PROTEÇÃO DE PONTAS E VERGALHÕES EXPOSTOS EM ALVENARIA ESTRUTURAL. AF_03/2024,M2,0.2222,0.2222,0.3,0.2222,0.2222,0.2222,0.2222,0.375,0.2222,0.2222,0.2222,0.2222,0.2222,0.2222,0.2222,0.2222,0.2222,0.3,0.3,0.1667,0.3,0.2222,0.25,0.3,0.2222,0.3,0.2222
Equipamentos de Proteção Coletiva,97047,PONTEIRAS DE PROTEÇÃO DE PONTAS E VERGALHÕES EXPOSTOS EM ESTRUTURAS DE CONCRETO ARMADO CONVENCIONAL. AF_03/2024,M2,0.2308,0.2308,0.2857,0.2308,0.25,0.2308,0.2308,0.3636,0.2308,0.2308,0.25,0.2308,0.2308,0.2308,0.2308,0.2308,0.2308,0.2857,0.2857,0.1765,0.2857,0.2308,0.2727,0.3077,0.2308,0.2857,0.2308
Equipamentos de Proteção Coletiva,97046,PONTEIRAS DE PROTEÇÃO DE PONTAS E VERGALHÕES EXPOSTOS EM FUNDAÇÕES. AF_03/2024,M2,0.2647,0.2424,0.2857,0.2188,0.2812,0.2647,0.2647,0.3571,0.2424,0.2424,0.2727,0.2424,0.2424,0.2647,0.2424,0.2647,0.2424,0.3056,0.3243,0.186,0.2857,0.2647,0.3103,0.303,0.2188,0.3243,0.2647
Equipamentos de Proteção Coletiva,104989,"PROTEÇÃO DE ACESSO A CREMALHEIRA, COM CANCELA FIXADA EM LAJE - 1 MONTAGEM (EXCLUSO CANCELA). AF_03/2024",UN,0.7581,0.7083,0.7709,0.6519,0.7257,0.6777,0.7622,0.7789,0.7549,0.7478,0.7281,0.7031,0.7291,0.708,0.7456,0.6472,0.7297,0.7984,0.7588,0.735,0.727,0.7685,0.7463,0.7448,0.7311,0.7837,0.739
Equipamentos de Proteção Coletiva,97066,"PROTEÇÃO DE PEDESTRES, INCLUSIVE MONTAGEM E DESMONTAGEM. AF_03/2024_PS",M2,0.406,0.3878,0.437,0.3717,0.4516,0.4304,0.48,0.4367,0.4047,0.4332,0.4218,0.4083,0.4092,0.444,0.4956,0.4706,0.3847,0.5244,0.5219,0.4151,0.3353,0.4457,0.3989,0.4672,0.4239,0.503,0.4011
Escadas,95946,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 10,0 MM - MONTAGEM. AF_11/2020",KG,0.2361,0.2204,0.2538,0.2233,0.3108,0.2841,0.2917,0.2582,0.3135,0.278,0.2936,0.2462,0.2555,0.2906,0.2599,0.2813,0.2693,0.3265,0.3394,0.2522,0.2394,0.2775,0.2665,0.3046,0.2291,0.3516,0.2786
Escadas,95947,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 12,5 MM - MONTAGEM. AF_11/2020",KG,0.1399,0.1271,0.1508,0.1304,0.1901,0.1708,0.1778,0.1536,0.1919,0.1674,0.1781,0.1452,0.1515,0.1761,0.1542,0.1703,0.1614,0.2024,0.2114,0.15,0.1412,0.1684,0.1596,0.1861,0.1337,0.22,0.1684
Escadas,95948,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 16,0 MM - MONTAGEM. AF_11/2020",KG,0.0294,0.0268,0.0316,0.0277,0.043,0.0375,0.039,0.0329,0.0429,0.0359,0.0388,0.0305,0.0331,0.0381,0.0329,0.0367,0.0352,0.0464,0.0474,0.0323,0.0288,0.0363,0.0344,0.0404,0.0282,0.0499,0.0355
Escadas,95944,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_11/2020",KG,0.492,0.4687,0.5152,0.4735,0.5853,0.5531,0.5627,0.521,0.5866,0.5457,0.565,0.5051,0.5178,0.5615,0.523,0.5495,0.5354,0.6023,0.6153,0.513,0.4951,0.5463,0.5323,0.578,0.4813,0.6278,0.5471
Escadas,95945,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-50 DE 8,0 MM - MONTAGEM. AF_11/2020",KG,0.3527,0.3314,0.3745,0.3363,0.4422,0.4105,0.42,0.3796,0.4445,0.4036,0.4226,0.3646,0.3765,0.4191,0.3821,0.4076,0.393,0.4607,0.4744,0.3726,0.3557,0.4035,0.3897,0.4354,0.3428,0.4877,0.405
Escadas,95943,"ARMAÇÃO DE ESCADA, DE UMA ESTRUTURA CONVENCIONAL DE CONCRETO ARMADO UTILIZANDO AÇO CA-60 DE 5,0 MM - MONTAGEM. AF_11/2020",KG,0.5801,0.5568,0.6023,0.5614,0.6671,0.6379,0.6468,0.6085,0.6687,0.6312,0.6493,0.5926,0.6046,0.6457,0.6094,0.6349,0.6206,0.6828,0.6945,0.5991,0.5833,0.6318,0.6184,0.6609,0.5695,0.7053,0.6319
Escadas,102077,"ESCADA EM CONCRETO ARMADO MOLDADO IN LOCO, FCK 25 MPA, COM 1 LANCE E LAJE CASCATA, FÔRMA EM CHAPA DE MADEIRA COMPENSADA RESINADA. AF_11/2020",M3,0.3167,0.3574,0.3915,0.34,0.4574,0.4282,0.4567,0.439,0.4132,0.4112,0.4532,0.3896,0.3763,0.4193,0.4385,0.43,0.3915,0.5086,0.5074,0.3825,0.3496,0.3996,0.4084,0.4559,0.3831,0.5093,0.3968
Escadas,102073,"ESCADA EM CONCRETO ARMADO MOLDADO IN LOCO, FCK 25 MPA, COM 1 LANCE E LAJE PLANA, FÔRMA EM CHAPA DE MADEIRA COMPENSADA RESINADA. AF_11/2020",M3,0.2736,0.3186,0.3521,0.3028,0.4111,0.3854,0.4157,0.4088,0.3679,0.3689,0.4191,0.3523,0.332,0.3725,0.3913,0.3831,0.3539,0.4708,0.4648,0.3427,0.3229,0.359,0.3746,0.4119,0.3393,0.4631,0.3509
Escadas,102079,"ESCADA EM CONCRETO ARMADO MOLDADO IN LOCO, FCK 25 MPA, COM 2 LANCES EM L E LAJE CASCATA, FÔRMA EM CHAPA DE MADEIRA COMPENSADA RESINADA. AF_11/2020",M3,0.3018,0.3403,0.3743,0.3254,0.4399,0.4112,0.4375,0.422,0.3977,0.3956,0.4368,0.3715,0.3593,0.4029,0.42,0.4112,0.3771,0.489,0.4882,0.3678,0.3366,0.3832,0.3919,0.4354,0.3634,0.4898,0.38
Escadas,102075,"ESCADA EM CONCRETO ARMADO MOLDADO IN LOCO, FCK 25 MPA, COM 2 LANCES EM L E LAJE PLANA, FÔRMA EM CHAPA DE MADEIRA COMPENSADA RESINADA. AF_11/2020",M3,0.2681,0.3006,0.3348,0.2902,0.3947,0.3686,0.3923,0.3813,0.3614,0.3546,0.3973,0.3327,0.3194,0.3599,0.3677,0.3649,0.3415,0.4435,0.4429,0.3277,0.3106,0.3456,0.3561,0.393,0.3177,0.444,0.3398
Escadas,102078,"ESCADA EM CONCRETO ARMADO MOLDADO IN LOCO, FCK 25 MPA, COM 2 LANCES EM U E LAJE CASCATA, FÔRMA EM CHAPA DE MADEIRA COMPENSADA RESINADA. AF_11/2020",M3,0.3032,0.3389,0.3751,0.3248,0.4398,0.4091,0.4386,0.4244,0.3924,0.3952,0.4367,0.3708,0.3573,0.402,0.4245,0.4105,0.3744,0.4901,0.4876,0.3664,0.3329,0.3849,0.3896,0.4325,0.3627,0.4877,0.3779
Escadas,102074,"ESCADA EM CONCRETO ARMADO MOLDADO IN LOCO, FCK 25 MPA, COM 2 LANCES EM U E LAJE PLANA, FÔRMA EM CHAPA DE MADEIRA COMPENSADA RESINADA. AF_11/2020",M3,0.2651,0.2988,0.3331,0.2882,0.3929,0.3664,0.3913,0.3823,0.3566,0.3532,0.3967,0.3305,0.3163,0.3577,0.3689,0.3629,0.3392,0.443,0.4409,0.3268,0.3078,0.3437,0.3538,0.3887,0.3157,0.4408,0.3365
Escadas,102080,"ESCADA EM CONCRETO ARMADO MOLDADO IN LOCO, FCK 25 MPA, COM 2 LANCES EM X E LAJE CASCATA, FÔRMA EM CHAPA DE MADEIRA COMPENSADA RESINADA. AF_11/2020",M3,0.2683,0.3102,0.339,0.294,0.4048,0.3788,0.4013,0.3843,0.3677,0.3624,0.4017,0.3382,0.3279,0.3694,0.3824,0.378,0.3462,0.4521,0.4524,0.338,0.3065,0.3461,0.3591,0.4006,0.3319,0.4552,0.3478
Escadas,102076,"ESCADA EM CONCRETO ARMADO MOLDADO IN LOCO, FCK 25 MPA, COM 2 LANCES EM X E LAJE PLANA, FÔRMA EM CHAPA DE MADEIRA COMPENSADA RESINADA. AF_11/2020",M3,0.2557,0.2836,0.3191,0.2748,0.3763,0.3495,0.3745,0.3638,0.3412,0.3368,0.3789,0.3158,0.302,0.3418,0.3501,0.3463,0.3229,0.4249,0.4234,0.3098,0.2935,0.3305,0.338,0.3736,0.3002,0.4239,0.3218
Escadas,102089,"FABRICAÇÃO DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E=18 MM. AF_11/2020",M2,0.1724,0.1527,0.2066,0.1522,0.2298,0.1898,0.2426,0.224,0.1552,0.1834,0.2151,0.1881,0.164,0.1922,0.2454,0.2054,0.1536,0.2817,0.2679,0.1521,0.1296,0.2139,0.1791,0.2258,0.1868,0.2608,0.1744
Escadas,102090,"FABRICAÇÃO DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.2425,0.2051,0.2797,0.2098,0.2968,0.251,0.3152,0.2995,0.2133,0.2429,0.2885,0.2573,0.221,0.2522,0.2979,0.2651,0.2107,0.3629,0.3461,0.2015,0.1902,0.2936,0.2488,0.3047,0.2418,0.3372,0.2343
Escadas,102086,"FABRICAÇÃO DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E=18 MM. AF_11/2020",M2,0.1584,0.1278,0.1836,0.1327,0.1923,0.1595,0.2075,0.198,0.1349,0.1538,0.1895,0.1674,0.1391,0.1598,0.1878,0.1681,0.133,0.2457,0.2319,0.1243,0.1228,0.196,0.162,0.2029,0.1513,0.2244,0.1486
Escadas,102087,"FABRICAÇÃO DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.2122,0.1605,0.2358,0.1719,0.2346,0.1982,0.2556,0.2515,0.1743,0.1913,0.241,0.217,0.1759,0.1969,0.2154,0.2039,0.1715,0.3018,0.2852,0.1536,0.1723,0.2569,0.2136,0.2609,0.1835,0.2756,0.1875
Escadas,102091,"FABRICAÇÃO DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM X E LAJE CASCATA, EM MADEIRA SERRADA, E=25 MM. AF_11/2020",M2,0.1785,0.1606,0.2262,0.1779,0.1724,0.1408,0.1527,0.1619,0.1821,0.1479,0.1268,0.13,0.1526,0.1667,0.1593,0.1327,0.1678,0.1405,0.1697,0.1164,0.1735,0.2329,0.1598,0.0863,0.1604,0.1468,0.1373
Escadas,102088,"FABRICAÇÃO DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM X E LAJE PLANA, EM MADEIRA SERRADA, E=25 MM. AF_11/2020",M2,0.1974,0.1716,0.2443,0.1914,0.1884,0.1549,0.1699,0.1802,0.1954,0.1617,0.143,0.146,0.1659,0.1803,0.1717,0.1463,0.1812,0.1587,0.1888,0.1272,0.1922,0.2545,0.1776,0.0996,0.1722,0.1645,0.1513
Escadas,101997,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 1 LANCE E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E=18 MM. AF_11/2020",M2,0.1793,0.16,0.215,0.1591,0.2399,0.1983,0.2527,0.233,0.1621,0.1918,0.2239,0.1959,0.1714,0.2011,0.2577,0.215,0.1604,0.2926,0.2785,0.1595,0.1348,0.2222,0.1865,0.2346,0.1958,0.2714,0.1823
Escadas,101998,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 1 LANCE E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.2523,0.2154,0.2912,0.2196,0.3102,0.2627,0.3286,0.3117,0.2231,0.2545,0.3004,0.2681,0.2315,0.2643,0.3134,0.2779,0.2206,0.3769,0.3598,0.212,0.1979,0.3048,0.2591,0.3166,0.2541,0.351,0.2453
Escadas,101999,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 1 LANCE E LAJE CASCATA, EM MADEIRA SERRADA, E=25 MM. AF_11/2020",M2,0.1568,0.142,0.201,0.1574,0.1518,0.1232,0.1335,0.1417,0.1612,0.1299,0.1101,0.1131,0.1343,0.147,0.1405,0.116,0.1481,0.1222,0.1487,0.1017,0.1523,0.2066,0.1399,0.0743,0.1416,0.128,0.1202
Escadas,101994,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 1 LANCE E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E=18 MM. AF_11/2020",M2,0.1508,0.1222,0.1754,0.1265,0.1847,0.1528,0.1992,0.1895,0.1288,0.1473,0.1812,0.1598,0.133,0.1532,0.1813,0.1614,0.127,0.236,0.2228,0.119,0.1163,0.1871,0.1544,0.194,0.1452,0.2155,0.1421
Escadas,101995,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 1 LANCE E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.2034,0.1544,0.227,0.1651,0.2268,0.1912,0.2471,0.2424,0.1675,0.1845,0.2322,0.2085,0.1693,0.1901,0.2091,0.1971,0.1648,0.292,0.2759,0.1481,0.1643,0.247,0.205,0.2512,0.1772,0.2666,0.1806
Escadas,101996,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 1 LANCE E LAJE PLANA, EM MADEIRA SERRADA, E=25 MM. AF_11/2020",M2,0.1853,0.1616,0.2307,0.1802,0.177,0.1451,0.159,0.1688,0.1841,0.1516,0.1334,0.1363,0.1557,0.1696,0.1614,0.1369,0.1704,0.1481,0.1769,0.119,0.1803,0.24,0.1663,0.0924,0.1621,0.1538,0.1416
Escadas,101991,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""L"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E=18 MM. AF_11/2020",M2,0.1821,0.1609,0.2173,0.1607,0.2407,0.1993,0.2542,0.2353,0.1637,0.1927,0.226,0.1982,0.1726,0.2018,0.2558,0.2153,0.162,0.2946,0.2803,0.16,0.1375,0.2253,0.189,0.2373,0.196,0.273,0.1835
Escadas,101992,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""L"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.2544,0.2147,0.2921,0.22,0.3087,0.2618,0.3279,0.3124,0.2235,0.2535,0.3009,0.2691,0.2311,0.2629,0.3085,0.2759,0.2208,0.3766,0.3594,0.2106,0.2005,0.3069,0.2607,0.3179,0.252,0.3502,0.2449
Escadas,101993,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""L"" E LAJE CASCATA, EM MADEIRA SERRADA, E=25 MM. AF_11/2020",M2,0.1638,0.148,0.2092,0.164,0.1584,0.1288,0.1397,0.1482,0.1679,0.1357,0.1155,0.1186,0.1402,0.1534,0.1466,0.1214,0.1544,0.1281,0.1555,0.1064,0.1592,0.2152,0.1463,0.0781,0.1477,0.1341,0.1257
Escadas,101988,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""L"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E=18 MM. AF_11/2020",M2,0.1733,0.1394,0.1998,0.1451,0.2084,0.1735,0.2247,0.2151,0.1476,0.1675,0.206,0.1826,0.1519,0.1738,0.2026,0.1824,0.1454,0.265,0.2507,0.1355,0.1351,0.2134,0.1769,0.2205,0.1644,0.2426,0.162
Escadas,101989,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""L"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.2299,0.1738,0.2543,0.1865,0.2522,0.214,0.2744,0.2707,0.1891,0.2067,0.2596,0.2344,0.1905,0.2125,0.2311,0.2196,0.186,0.3226,0.3055,0.1663,0.1879,0.2769,0.2311,0.2807,0.198,0.2954,0.2029
Escadas,101990,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""L"" E LAJE PLANA, EM MADEIRA SERRADA, E=25 MM. AF_11/2020",M2,0.199,0.1732,0.2462,0.193,0.1899,0.1563,0.1713,0.1817,0.1971,0.1631,0.1442,0.1473,0.1673,0.1819,0.1733,0.1476,0.1827,0.1599,0.1903,0.1284,0.1937,0.2563,0.179,0.1005,0.1738,0.1658,0.1527
Escadas,101985,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""U"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E=18 MM. AF_11/2020",M2,0.1579,0.14,0.19,0.1394,0.2124,0.1745,0.2243,0.2065,0.1421,0.1687,0.1981,0.1728,0.1504,0.177,0.2282,0.1895,0.1406,0.2614,0.2483,0.1395,0.118,0.1969,0.1642,0.2081,0.172,0.2415,0.1602
Escadas,101986,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""U"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.2242,0.1897,0.2599,0.1937,0.277,0.2329,0.2945,0.279,0.197,0.2254,0.2684,0.2386,0.2045,0.2343,0.2792,0.2468,0.1946,0.3404,0.3242,0.1864,0.1746,0.273,0.2302,0.2837,0.2246,0.3155,0.2171
Escadas,101987,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""U"" E LAJE CASCATA, EM MADEIRA SERRADA, E=25 MM. AF_11/2020",M2,0.1774,0.1591,0.2246,0.1765,0.1711,0.1398,0.1517,0.1609,0.1805,0.1468,0.1261,0.1293,0.1515,0.1654,0.158,0.1317,0.1664,0.1397,0.1688,0.1154,0.1725,0.2315,0.1589,0.0859,0.1591,0.1459,0.1363
Escadas,101969,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""U"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, E=18 MM. AF_11/2020",M2,0.1491,0.1204,0.1733,0.1248,0.182,0.1505,0.1964,0.1872,0.127,0.1452,0.179,0.1578,0.1311,0.151,0.1782,0.1589,0.1252,0.2331,0.2199,0.1171,0.1151,0.185,0.1525,0.1917,0.1429,0.2126,0.1401
Escadas,101971,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""U"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E= 17 MM. AF_11/2020",M2,0.2008,0.1519,0.2239,0.1625,0.2232,0.188,0.2433,0.2392,0.1649,0.1814,0.2289,0.2056,0.1666,0.1869,0.2053,0.1937,0.1622,0.2881,0.272,0.1455,0.1624,0.2439,0.2022,0.2479,0.1741,0.2626,0.1778
Escadas,101973,"FABRICAÇÃO DE FÔRMA PARA ESCADAS, COM 2 LANCES EM ""U"" E LAJE PLANA, EM MADEIRA SERRADA, E=25 MM. AF_11/2020",M2,0.197,0.171,0.2436,0.1907,0.1879,0.1545,0.1695,0.1799,0.1948,0.1612,0.1428,0.1458,0.1653,0.1798,0.1711,0.1459,0.1806,0.1584,0.1885,0.1268,0.1918,0.2538,0.1772,0.0995,0.1717,0.1642,0.1509
Escadas,102072,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 10 UTILIZAÇÕES. AF_11/2020",M2,0.4495,0.4063,0.4883,0.4227,0.5338,0.4819,0.5368,0.5392,0.4513,0.4888,0.5345,0.4571,0.4328,0.492,0.5366,0.4869,0.4514,0.5856,0.5698,0.4409,0.4154,0.5255,0.4706,0.5013,0.4274,0.5593,0.458
Escadas,102070,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 6 UTILIZAÇÕES. AF_11/2020",M2,0.4309,0.4044,0.4777,0.4092,0.5331,0.4777,0.5358,0.526,0.4363,0.4824,0.5201,0.4473,0.4279,0.4893,0.5569,0.4918,0.4354,0.5824,0.5668,0.4374,0.3811,0.5064,0.4518,0.4931,0.4362,0.5575,0.4513
Escadas,102071,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 8 UTILIZAÇÕES. AF_11/2020",M2,0.4469,0.4205,0.4934,0.4286,0.5517,0.4972,0.5504,0.5446,0.4571,0.504,0.54,0.4617,0.4447,0.5096,0.5744,0.5081,0.4577,0.5966,0.5818,0.4603,0.4022,0.5237,0.4702,0.5056,0.4492,0.5726,0.4696
Escadas,102068,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, 2 UTILIZAÇÕES. AF_11/2020",M2,0.5386,0.4964,0.5798,0.5021,0.6174,0.5654,0.6304,0.6199,0.5282,0.5656,0.6121,0.5525,0.522,0.5732,0.6257,0.5799,0.5234,0.6753,0.659,0.5149,0.4835,0.6096,0.5535,0.6019,0.5299,0.6503,0.5435
Escadas,102069,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, 4 UTILIZAÇÕES. AF_11/2020",M2,0.4687,0.4281,0.5111,0.4387,0.5544,0.501,0.5616,0.5564,0.464,0.504,0.5497,0.4809,0.4536,0.51,0.5626,0.5115,0.4623,0.6096,0.5935,0.4546,0.4217,0.5427,0.4873,0.5282,0.4573,0.5837,0.477
Escadas,102066,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM MADEIRA SERRADA, 1 UTILIZAÇÃO. AF_11/2020",M2,0.5217,0.4776,0.5786,0.498,0.5026,0.4467,0.4856,0.4946,0.523,0.4612,0.4288,0.4351,0.4718,0.4914,0.4799,0.4384,0.4933,0.4657,0.5113,0.3959,0.5127,0.6031,0.4863,0.3386,0.4739,0.471,0.4449
Escadas,102067,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE CASCATA, EM MADEIRA SERRADA, 2 UTILIZAÇÕES. AF_11/2020",M2,0.4902,0.4458,0.5477,0.4668,0.4712,0.4159,0.4538,0.4632,0.4908,0.4299,0.3984,0.4044,0.4401,0.4599,0.4481,0.4074,0.4615,0.4345,0.4797,0.3658,0.4813,0.5724,0.4552,0.3112,0.4425,0.4399,0.4139
Escadas,102065,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 10 UTILIZAÇÕES. AF_11/2020",M2,0.4187,0.3802,0.4578,0.4031,0.5123,0.461,0.505,0.5163,0.4327,0.474,0.5146,0.4239,0.4064,0.4736,0.5166,0.4595,0.4381,0.5535,0.5399,0.4302,0.3984,0.4973,0.4454,0.4622,0.3941,0.5284,0.4344
Escadas,102063,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 6 UTILIZAÇÕES. AF_11/2020",M2,0.3986,0.3577,0.4371,0.3745,0.4834,0.4315,0.4847,0.4889,0.4017,0.4398,0.4845,0.406,0.3829,0.4419,0.4871,0.4355,0.4032,0.5339,0.5186,0.3934,0.3675,0.474,0.42,0.4477,0.3766,0.5072,0.4077
Escadas,102064,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA PLASTIFICADA, 8 UTILIZAÇÕES. AF_11/2020",M2,0.4111,0.3716,0.4501,0.3919,0.5012,0.4496,0.4974,0.5058,0.4206,0.4606,0.503,0.4172,0.3974,0.4614,0.5052,0.4504,0.4244,0.5463,0.5319,0.4156,0.3863,0.4885,0.4357,0.4569,0.3876,0.5204,0.4242
Escadas,102061,"MONTAGEM E DESMONTAGEM DE FÔRMA PARA ESCADA DUPLA COM 2 LANCES EM ""X"" E LAJE PLANA, EM CHAPA DE MADEIRA COMPENSADA RESINADA, 2 UTILIZAÇÕES. AF_11/2020",M2,0.498,0.4336,0.5295,0.4516,0.5536,0.5031,0.5698,0.5718,0.4779,0.5053,0.564,0.5017,0.4621,0.5089,0.5398,0.5089,0.4739,0.6202,0.6024,0.4499,0.4604,0.5699,0.5108,0.5506,0.455,0.5911,0.4849
